DistanceToObstacle,Velocity,ProximityLeft,ProximityRight,Altitude,Class
104.89,9.49,27.59,92.09,11.00,1
55.77,9.52,88.45,47.39,11.00,1
41.82,9.53,77.72,80.47,11.00,2
58.74,9.53,78.49,99.50,11.00,1
126.93,9.57,40.72,98.80,11.00,1
129.63,9.58,26.94,30.88,11.00,1
104.68,9.60,83.76,64.03,11.00,1
85.12,9.63,51.28,65.60,11.00,1
124.93,9.64,15.53,44.78,11.00,1
142.37,9.66,92.97,13.83,11.00,1
121.47,9.67,55.87,89.98,11.00,2
60.56,9.67,45.14,96.54,11.00,1
108.27,9.69,96.62,15.40,11.00,1
89.89,9.70,53.32,11.22,11.00,1
137.48,9.73,70.85,52.09,11.00,1
49.48,9.76,36.93,64.31,11.00,1
117.75,9.78,44.17,38.28,11.00,1
47.89,9.79,26.47,67.85,11.00,2
60.57,9.79,58.10,62.73,11.00,1
124.89,9.81,92.76,40.64,11.00,2
61.85,9.81,96.95,29.04,11.00,2
147.80,9.81,19.75,52.58,11.00,2
106.74,9.81,77.42,25.09,11.00,2
66.52,9.81,26.42,72.01,11.00,1
34.80,9.84,31.08,17.69,11.00,1
42.01,9.85,14.04,59.93,11.00,1
97.66,9.87,84.09,87.10,11.00,1
67.98,9.88,61.34,93.26,11.00,1
38.47,9.90,13.77,86.21,11.00,1
127.77,9.93,23.59,31.76,11.00,1
39.34,9.94,51.86,13.30,11.00,2
67.38,9.94,63.15,29.05,11.00,1
107.30,9.97,33.77,82.63,11.00,1
142.33,9.99,91.72,58.69,11.00,1
52.85,10.00,85.45,19.25,11.00,1
83.51,10.02,50.81,45.52,11.00,2
137.50,10.01,90.99,15.54,11.00,2
102.92,10.01,85.86,50.70,11.00,1
48.93,10.03,62.41,51.70,11.00,1
91.54,10.06,84.37,90.46,11.00,2
56.57,10.06,29.32,90.93,11.00,2
109.37,10.06,18.96,81.75,11.00,1
48.75,10.09,38.14,35.12,11.00,2
113.33,10.09,23.41,46.70,11.00,1
109.02,10.10,20.72,34.72,11.00,1
142.13,10.13,61.10,28.48,11.00,1
56.09,10.14,54.91,44.76,11.00,1
81.76,10.16,49.82,51.95,11.00,1
141.82,10.17,29.86,92.54,11.00,1
102.57,10.20,35.84,57.43,11.00,1
56.26,10.21,59.78,53.67,11.00,2
77.78,10.21,83.15,90.70,11.00,2
88.10,10.21,87.93,64.72,11.00,2
89.58,10.21,10.75,56.48,11.00,1
146.51,10.23,38.39,20.09,11.00,1
124.14,10.24,63.46,92.35,11.00,1
37.23,10.25,95.12,65.28,11.00,1
133.27,10.28,67.70,90.86,11.00,2
103.08,10.28,22.08,38.36,11.00,1
117.05,10.30,49.79,60.24,11.00,1
144.41,10.31,38.04,39.61,11.00,1
48.80,10.34,55.33,53.73,11.00,1
61.86,10.35,29.70,81.36,11.00,1
53.67,10.37,47.78,44.81,11.00,2
139.54,10.36,77.07,44.13,11.00,1
57.56,10.39,31.15,93.95,11.00,1
119.60,10.41,15.23,41.73,11.00,1
149.45,10.42,27.98,87.54,11.00,1
121.70,10.43,67.26,37.32,11.00,1
30.74,10.46,35.30,28.13,11.00,2
76.16,10.46,45.87,30.26,11.00,1
107.68,10.47,39.63,25.95,11.00,1
119.22,10.49,49.67,41.62,11.00,1
68.52,10.50,51.12,35.29,11.00,1
95.61,10.53,12.67,13.78,11.00,1
71.30,10.54,62.28,57.56,11.00,1
146.47,10.56,66.25,82.37,11.00,1
132.61,10.57,72.43,44.43,11.00,1
143.15,10.60,37.64,39.28,11.00,2
100.33,10.59,52.00,25.60,11.00,1
136.88,10.61,33.85,82.57,11.00,2
84.76,10.61,42.97,56.17,11.00,1
141.04,10.62,38.28,25.69,11.00,1
91.07,10.63,73.65,83.45,11.00,1
106.65,10.65,29.58,19.66,11.00,1
133.17,10.67,68.96,45.52,11.00,1
85.00,10.69,14.91,33.09,11.00,1
34.27,10.71,30.61,56.30,11.00,1
143.14,10.74,60.60,39.87,11.00,1
47.01,10.75,36.69,43.50,11.00,1
81.38,10.77,51.66,27.55,11.00,1
39.22,10.78,55.92,89.42,11.00,1
92.62,10.80,50.35,89.20,11.00,1
144.91,10.82,57.69,99.23,11.00,1
104.65,10.83,54.86,98.78,11.00,2
113.13,10.83,47.63,94.82,11.00,2
65.04,10.83,92.84,41.47,11.00,1
121.90,10.85,65.51,17.52,11.00,1
57.85,10.86,18.52,76.01,11.00,2
115.91,10.86,12.12,31.33,11.00,2
123.08,10.86,83.14,32.99,11.00,2
53.70,10.86,26.44,83.41,11.00,1
144.57,10.88,14.95,82.36,11.00,1
129.85,10.90,63.98,44.50,11.00,2
140.42,10.89,99.61,38.29,11.00,2
30.10,10.89,68.68,16.22,11.00,2
122.66,10.89,94.81,35.12,11.00,1
97.75,10.90,19.17,34.69,11.00,1
109.51,10.93,27.88,73.05,11.00,1
46.88,10.94,17.24,54.84,11.00,1
70.06,10.97,59.06,68.06,11.00,1
128.61,10.98,26.04,53.86,11.00,1
125.41,10.96,66.60,53.26,11.00,2
107.36,10.92,35.63,73.10,11.00,2
53.35,10.90,81.56,45.45,11.00,1
37.97,10.87,62.21,96.83,11.00,1
116.43,10.85,97.19,87.88,11.00,1
114.06,10.81,74.93,50.99,11.00,1
144.99,10.80,97.91,86.02,11.00,1
48.86,10.76,24.97,28.94,11.00,1
116.40,10.75,52.39,37.97,11.00,1
48.93,10.70,21.58,23.43,11.00,1
48.24,10.67,87.44,98.41,11.00,1
103.36,10.65,26.34,56.08,11.00,1
146.55,10.62,70.85,15.85,11.00,1
49.30,10.60,20.07,18.43,11.00,1
90.77,10.59,75.90,34.58,11.00,1
135.13,10.56,45.30,42.73,11.00,2
36.87,10.54,89.70,27.21,11.00,2
121.97,10.53,64.17,26.47,11.00,1
125.96,10.50,23.76,29.44,11.00,1
140.08,10.47,63.09,55.81,11.00,1
30.26,10.45,74.59,17.02,11.00,1
50.72,10.43,57.97,91.13,11.00,1
40.78,10.41,86.80,35.69,11.00,1
135.50,10.39,55.64,81.25,11.00,1
86.33,10.36,53.47,88.39,11.00,1
40.87,10.35,57.51,37.22,11.00,1
99.99,10.34,60.40,56.28,11.00,1
52.71,10.31,13.90,23.76,11.00,1
81.60,10.29,13.53,93.13,11.00,1
101.01,10.27,56.93,89.38,11.00,1
142.23,10.25,64.13,18.00,11.00,2
30.45,10.24,99.11,30.49,11.00,1
88.54,10.21,34.91,14.19,11.00,1
104.84,10.20,92.95,29.69,11.00,1
82.76,10.19,96.22,52.95,11.00,1
116.22,10.17,25.74,18.28,11.00,1
135.75,10.16,76.96,71.39,11.00,1
111.70,10.14,14.32,76.89,11.00,1
105.79,10.13,84.80,90.61,11.00,1
110.99,10.11,30.93,28.37,11.00,1
48.64,10.09,22.04,91.38,11.00,2
79.55,10.06,80.09,91.40,11.00,2
115.41,10.03,14.58,20.92,11.00,2
102.68,10.00,96.53,36.50,11.00,1
70.35,9.99,31.12,36.76,11.00,1
139.07,9.98,59.48,72.84,11.00,1
105.31,9.97,55.39,35.79,11.00,1
131.72,9.95,26.35,24.42,11.00,1
89.29,9.94,11.55,48.82,11.00,1
129.26,9.93,41.94,62.31,11.00,1
30.21,9.92,70.32,99.15,11.00,2
97.45,9.89,73.01,50.81,11.00,1
58.23,9.88,81.78,28.90,11.00,1
105.29,9.87,92.70,27.63,11.00,1
76.53,9.85,47.76,86.98,11.00,1
50.45,9.85,72.42,57.90,11.00,1
61.22,9.83,58.55,56.28,11.00,2
116.84,9.82,14.79,90.64,11.00,2
109.69,9.80,57.59,75.95,11.00,2
143.57,9.78,95.62,78.70,11.00,2
73.50,9.76,59.51,62.89,11.00,2
101.92,9.75,18.57,39.72,11.00,1
48.77,9.74,28.80,87.58,11.00,2
107.09,9.73,89.97,72.87,11.00,1
97.77,9.71,33.89,20.16,11.00,1
138.41,9.71,63.27,72.52,11.00,2
136.82,9.70,94.46,55.14,11.00,2
149.29,9.67,48.87,44.90,11.00,1
110.90,9.67,62.55,27.40,11.00,1
71.72,9.66,99.42,76.06,11.00,1
60.95,9.65,39.81,93.06,11.00,1
54.27,9.65,17.05,32.75,11.00,1
35.56,9.64,57.38,24.06,11.00,1
43.42,9.63,73.63,53.31,11.00,1
101.31,9.62,78.64,73.68,11.00,1
145.09,9.62,59.43,73.09,11.00,2
107.35,9.61,42.32,36.85,11.00,1
120.92,9.60,42.74,82.79,11.00,1
112.29,9.60,22.86,39.46,11.00,1
56.57,9.59,41.74,52.23,11.00,1
146.90,9.59,62.28,78.74,11.00,1
59.52,9.58,96.64,43.64,11.00,1
65.20,9.58,67.70,72.20,11.00,1
62.14,9.57,64.77,74.25,11.00,1
142.07,9.57,32.72,93.13,11.00,2
36.49,9.56,75.96,19.73,11.00,2
64.61,9.54,74.92,52.57,11.00,2
116.52,9.53,92.22,98.92,11.00,2
36.55,9.52,36.99,48.14,11.00,2
87.52,9.51,98.58,16.81,11.00,1
42.98,9.51,45.35,57.42,11.00,1
138.52,9.51,11.44,30.78,11.00,1
131.49,9.51,31.12,95.40,11.00,1
44.93,9.50,23.22,87.89,11.00,1
38.47,9.50,56.59,39.16,11.00,2
57.92,9.48,58.29,61.23,11.00,2
125.22,9.48,78.11,27.23,11.00,1
88.17,9.47,46.82,10.83,11.00,2
86.23,9.47,33.22,10.98,11.00,1
145.54,9.46,36.38,46.61,11.00,1
113.74,9.46,92.79,17.42,11.00,1
85.75,9.46,57.01,97.61,11.00,1
32.77,9.46,64.91,10.42,11.00,1
43.82,9.46,63.23,27.10,11.00,2
33.97,9.45,93.67,90.01,11.00,1
35.15,9.45,19.01,50.62,11.00,1
81.99,9.45,62.53,11.75,11.00,1
111.15,9.45,14.76,88.53,11.00,1
77.89,9.45,76.76,11.05,11.00,1
137.83,9.45,98.43,77.64,11.00,1
91.54,9.45,98.67,96.76,11.00,1
121.27,9.45,70.40,35.86,11.00,1
48.20,9.45,17.73,74.92,11.00,1
95.39,9.45,98.13,53.56,11.00,1
32.86,9.46,16.65,86.01,11.00,2
80.85,9.44,61.52,88.81,11.00,1
64.09,9.45,53.24,28.79,11.00,2
36.31,9.44,18.13,60.41,11.00,1
96.24,9.44,57.65,83.54,11.00,1
89.14,9.44,16.06,66.34,11.00,1
135.70,9.45,40.10,43.41,11.00,1
39.25,9.45,84.45,58.29,11.00,1
69.37,9.45,47.29,12.80,11.00,1
63.73,9.46,52.55,21.10,11.00,1
147.94,9.46,79.90,25.38,11.00,1
113.55,9.46,58.69,88.51,11.00,1
56.97,9.47,69.83,56.55,11.00,1
46.54,9.47,59.22,98.02,11.00,1
103.61,9.48,83.55,97.92,11.00,2
148.38,9.46,84.18,33.37,11.00,2
75.26,9.46,88.79,60.97,11.00,2
73.69,9.44,31.69,42.82,11.00,2
121.64,9.44,63.05,19.77,11.00,2
40.57,9.42,27.25,69.30,11.00,1
77.90,9.43,35.62,96.33,11.00,1
36.10,9.44,28.72,25.00,11.00,1
98.14,9.44,11.41,78.08,11.00,2
148.21,9.43,32.28,43.83,11.00,1
79.55,9.43,81.08,59.04,11.00,1
77.86,9.44,33.77,54.45,11.00,1
129.94,9.44,29.38,89.42,11.00,1
126.22,9.45,39.98,99.66,11.00,1
68.97,9.45,30.25,11.84,11.00,2
33.21,9.45,97.74,91.47,11.00,2
32.61,9.44,62.88,77.73,11.00,1
84.62,9.44,94.75,80.44,11.00,2
60.98,9.43,65.32,77.68,11.00,1
63.41,9.44,31.42,48.42,11.00,1
86.50,9.45,73.92,39.52,11.00,2
93.11,9.44,38.60,25.39,11.00,1
92.58,9.45,50.21,92.23,11.00,1
134.42,9.46,71.26,38.56,11.00,1
81.68,9.46,35.75,80.14,11.00,1
68.01,9.47,15.40,37.44,11.00,1
144.27,9.48,24.05,54.89,11.00,1
65.46,9.49,35.92,53.47,11.00,1
100.46,9.49,82.45,88.97,11.00,1
54.50,9.50,93.17,83.39,11.00,1
134.97,9.51,95.75,96.07,11.00,1
58.10,9.51,89.78,48.24,11.00,1
100.47,9.52,59.43,79.52,11.00,1
31.79,9.53,88.40,52.63,11.00,1
86.49,9.54,65.49,32.61,11.00,1
70.44,9.54,89.07,98.27,11.00,1
104.11,9.55,84.24,89.11,11.00,1
128.28,9.56,85.47,85.20,11.00,1
119.92,9.57,96.11,84.64,11.00,1
107.27,9.58,47.64,89.01,11.00,1
102.18,9.58,57.03,60.03,11.00,1
136.43,9.59,80.47,60.92,11.00,1
62.38,9.60,75.22,76.55,11.00,2
40.70,9.60,70.73,11.93,11.00,2
110.48,9.59,81.31,50.69,11.00,2
141.79,9.58,63.15,59.92,11.00,1
40.67,9.59,33.98,72.39,11.00,2
58.64,9.58,82.43,16.98,11.00,2
52.11,9.58,65.29,65.48,11.00,1
111.05,9.58,98.99,49.07,11.00,1
75.12,9.59,63.89,88.45,11.00,1
114.41,9.60,94.05,91.60,11.00,1
96.78,9.61,99.00,41.15,11.00,2
115.79,9.60,73.91,91.47,11.00,2
81.51,9.59,61.15,69.87,11.00,1
91.37,9.60,12.63,51.29,11.00,1
50.15,9.61,28.62,83.32,11.00,1
103.19,9.62,79.52,27.28,11.00,1
142.12,9.63,39.37,24.51,11.00,2
126.96,9.62,86.28,95.85,11.00,2
126.42,9.61,37.01,36.54,11.00,1
78.29,9.62,87.86,64.59,11.00,1
39.06,7.21,83.39,84.03,11.00,1
90.03,7.23,77.10,71.26,11.00,1
86.42,7.25,69.07,78.42,11.00,1
74.39,7.26,28.81,36.13,11.00,1
58.25,7.29,72.24,18.60,11.00,2
97.30,7.29,41.45,49.59,11.00,1
90.05,7.31,24.93,73.95,11.00,1
123.62,7.32,49.64,18.19,11.00,1
115.39,7.34,88.49,37.94,11.00,1
112.88,7.35,83.48,82.92,11.00,1
30.07,7.38,45.77,77.00,11.00,1
138.76,7.39,96.28,52.52,11.00,1
43.30,7.41,41.03,40.26,11.00,2
128.19,3.91,67.72,90.10,10.99,1
145.36,3.85,59.80,87.72,10.98,1
67.86,3.79,85.49,65.51,10.97,1
134.70,3.76,27.86,58.07,10.96,1
135.30,3.71,19.32,82.12,10.94,1
41.88,3.68,36.22,61.62,10.94,1
67.84,3.65,21.74,15.32,10.93,1
134.63,3.60,42.55,97.33,10.92,1
109.01,3.54,80.31,37.36,10.90,1
47.70,3.49,97.26,85.79,10.89,1
47.73,3.44,26.07,48.47,10.88,1
78.23,3.42,81.02,62.94,10.87,1
114.51,3.39,41.13,62.59,10.86,1
91.06,3.19,70.22,32.48,10.85,1
102.52,3.07,68.16,45.81,10.85,1
81.05,3.00,71.30,89.39,10.85,1
117.53,2.98,94.52,22.10,10.84,1
32.22,2.93,75.56,60.50,10.84,1
100.59,2.91,74.73,26.10,10.83,1
83.84,2.86,46.44,84.37,10.83,1
137.46,2.84,44.15,55.90,10.83,1
142.34,2.82,73.64,63.59,10.82,1
86.46,2.77,30.64,94.45,10.82,1
32.74,2.75,76.35,53.77,10.82,1
109.63,2.71,82.44,53.43,10.81,1
130.08,2.69,62.49,23.75,10.81,1
86.56,2.66,77.32,69.14,10.80,1
100.69,2.64,54.55,17.18,10.80,1
113.38,2.62,45.98,80.96,10.80,1
131.53,2.59,17.27,29.50,10.79,1
86.97,2.57,89.79,31.45,10.79,1
101.01,2.54,86.46,31.55,10.79,1
86.95,2.52,81.63,16.55,10.79,1
134.13,2.49,16.65,20.41,10.78,1
34.08,2.48,95.44,83.65,10.78,1
142.95,2.35,72.68,33.66,10.78,1
109.91,2.29,89.96,77.61,10.77,1
88.83,2.28,98.04,98.61,10.77,1
46.86,2.25,67.52,96.95,10.77,1
132.39,2.24,31.67,58.07,10.77,1
142.70,2.22,25.11,51.81,10.77,1
126.26,2.20,94.99,39.07,10.77,1
47.73,2.18,10.43,37.97,10.76,1
122.44,2.17,81.58,56.37,10.76,1
118.24,2.16,41.32,68.22,10.76,1
37.60,2.15,54.88,55.27,10.76,1
60.56,2.14,77.39,94.64,10.76,1
99.42,2.14,23.43,10.95,10.76,1
102.32,2.13,15.75,93.03,10.75,1
110.87,2.13,37.32,88.71,10.75,1
39.55,2.12,54.74,94.66,10.75,1
59.93,2.12,66.15,76.51,10.75,1
123.51,2.12,15.65,64.70,10.75,1
66.54,2.12,27.51,83.59,10.75,1
74.52,2.13,55.77,71.12,10.74,1
53.13,2.13,44.02,10.92,10.74,1
122.04,2.13,82.50,82.19,10.74,1
59.67,2.14,88.28,71.49,10.74,1
84.95,2.15,40.67,24.21,10.74,1
115.46,2.16,60.30,63.73,10.74,1
110.77,2.16,13.29,13.78,10.74,1
124.72,2.18,44.76,49.16,10.73,1
115.02,2.18,99.80,73.94,10.73,1
70.71,2.20,50.50,29.55,10.73,1
143.52,2.21,13.76,54.10,10.73,1
64.74,2.23,57.36,20.21,10.73,1
55.30,2.24,21.31,96.08,10.73,1
43.62,2.26,75.63,41.92,10.72,1
31.88,2.32,75.76,23.58,10.72,1
70.32,2.48,13.39,32.27,10.72,1
118.83,2.64,28.07,74.25,10.71,1
118.69,2.75,85.88,55.03,10.71,1
45.94,2.80,44.61,13.23,10.71,1
54.14,2.91,82.72,16.00,10.71,1
39.82,3.02,89.49,76.93,10.70,1
73.96,3.08,75.27,23.44,10.70,1
97.00,3.19,17.35,40.24,10.70,1
106.08,3.31,27.70,86.23,10.69,1
127.61,3.42,39.11,96.71,10.69,1
128.36,3.54,94.25,86.95,10.69,1
119.80,3.60,39.79,82.43,10.68,1
88.14,3.72,81.31,34.94,10.68,1
44.23,3.77,71.18,97.33,10.68,1
102.50,3.89,32.31,48.17,10.67,1
132.02,3.95,87.18,62.21,10.67,1
107.79,4.07,38.20,10.12,10.66,1
54.50,4.13,39.18,19.90,10.66,1
99.43,4.25,87.21,83.67,10.66,1
69.08,4.31,20.26,31.76,10.65,1
44.59,4.43,35.40,54.71,10.65,1
102.17,4.49,45.23,37.55,10.65,1
125.83,4.61,37.74,41.86,10.64,1
90.59,4.73,57.95,84.31,10.64,1
43.42,4.78,12.00,81.80,10.63,1
93.82,4.85,29.59,71.29,10.63,2
50.97,4.91,50.37,57.02,10.63,2
72.92,5.02,76.34,52.09,10.62,2
142.82,5.07,75.29,34.97,10.62,2
83.60,5.19,69.19,25.73,10.61,2
80.40,5.24,55.26,84.00,10.61,2
43.00,5.36,22.22,45.11,10.61,2
97.98,5.41,71.26,63.91,10.60,2
137.42,5.53,93.39,46.93,10.60,1
48.08,5.59,59.57,63.62,10.60,2
102.82,5.70,34.50,24.69,10.59,1
102.65,5.76,70.78,57.13,10.59,2
144.64,5.88,45.18,61.58,10.58,2
72.26,6.05,57.02,31.79,10.58,1
84.42,6.11,41.92,56.35,10.57,1
146.40,6.17,13.26,84.42,10.57,1
144.77,6.23,16.65,40.67,10.57,1
36.53,6.29,45.32,26.42,10.56,1
145.21,6.35,74.79,81.36,10.56,1
125.34,6.48,54.70,71.07,10.56,1
120.71,6.54,65.63,18.11,10.55,1
124.34,6.60,14.44,29.34,10.55,1
102.19,6.66,53.31,85.81,10.55,1
106.29,6.72,65.73,69.86,10.55,1
141.89,6.85,76.09,94.36,10.54,2
112.51,6.90,95.39,11.91,10.54,2
47.24,7.02,47.69,33.86,10.53,2
47.11,7.08,51.67,81.73,10.53,1
80.46,7.20,57.07,10.12,10.52,1
82.77,7.32,64.56,36.48,10.52,2
93.70,7.38,45.13,19.08,10.52,1
74.75,7.38,77.98,35.04,10.51,1
131.85,7.46,42.99,22.24,10.51,1
146.38,7.52,71.91,58.48,10.51,1
72.51,7.58,30.68,65.17,10.51,1
127.27,7.71,91.68,57.59,10.50,1
71.31,7.76,50.86,97.60,10.50,2
112.84,7.67,62.13,90.01,10.50,1
136.65,7.72,32.30,55.24,10.50,2
34.53,7.84,97.05,30.41,10.50,2
42.11,7.90,89.16,89.82,10.50,1
135.58,8.02,52.44,84.23,10.50,1
149.12,8.08,96.16,13.05,10.50,1
101.84,8.21,98.59,42.90,10.50,1
72.12,8.33,44.28,82.98,10.50,1
75.19,8.46,52.32,94.95,10.50,1
92.14,8.58,53.00,33.53,10.50,1
55.04,8.64,76.58,56.89,10.50,1
91.54,8.77,36.16,79.17,10.50,1
106.95,8.89,78.34,53.77,10.50,2
119.37,8.95,41.36,40.53,10.50,1
113.60,9.07,95.94,77.65,10.50,2
45.17,9.13,64.32,39.42,10.50,1
116.85,9.25,20.29,86.05,10.50,1
124.30,9.31,85.74,95.19,10.50,1
48.35,9.43,93.45,42.73,10.50,1
113.53,9.56,85.98,39.44,10.50,1
139.13,9.62,22.99,10.65,10.50,1
133.79,9.68,79.69,16.96,10.50,1
47.43,9.80,85.38,76.77,10.50,1
123.39,9.86,86.39,21.99,10.50,1
93.47,9.99,14.17,64.72,10.50,1
61.74,10.05,64.14,74.74,10.50,1
54.30,10.17,53.90,76.00,10.50,1
52.27,10.23,62.63,55.59,10.50,2
56.88,10.34,35.00,76.15,10.50,2
141.57,10.40,91.35,46.93,10.50,2
142.76,10.45,62.51,41.30,10.50,2
93.24,10.56,63.66,72.77,10.50,1
110.32,10.68,16.96,70.72,10.50,1
87.11,10.74,51.94,11.55,10.50,1
31.90,10.86,99.44,18.74,10.50,1
57.64,10.92,10.68,32.04,10.50,1
80.12,11.05,51.04,36.79,10.50,1
85.64,11.11,88.54,15.41,10.50,1
120.21,11.23,62.21,77.38,10.50,1
96.59,11.29,92.02,12.61,10.50,1
79.20,11.41,94.67,49.51,10.50,1
35.69,11.47,14.22,91.59,10.50,1
137.64,11.59,71.89,68.83,10.50,1
125.40,11.65,41.59,45.38,10.50,1
101.99,11.77,38.94,42.14,10.50,1
62.50,11.88,67.03,19.47,10.50,1
140.14,11.94,38.49,71.39,10.50,1
68.88,12.06,51.40,52.34,10.50,1
98.39,12.18,65.61,82.69,10.50,2
130.03,12.29,81.46,26.83,10.50,2
129.33,12.40,94.82,55.34,10.50,2
95.36,12.45,57.43,51.46,10.50,1
143.70,12.51,42.77,46.68,10.50,1
33.92,12.63,62.87,50.05,10.50,1
132.97,12.68,75.39,99.25,10.50,2
100.25,12.79,63.08,34.71,10.50,2
143.85,12.84,42.94,19.31,10.50,1
122.85,12.96,49.99,72.48,10.50,1
38.28,13.02,68.70,35.82,10.50,1
35.75,13.13,30.19,94.32,10.50,1
146.92,13.19,44.93,12.35,10.50,1
44.05,13.31,98.76,85.43,10.50,1
78.85,13.37,38.04,84.38,10.50,1
87.92,13.49,36.88,32.26,10.50,1
68.08,13.54,59.90,19.45,10.50,1
41.93,13.66,97.46,45.36,10.50,1
146.81,13.72,56.76,59.00,10.50,1
114.42,13.78,23.51,73.15,10.50,1
82.91,13.89,90.85,28.81,10.50,1
95.00,14.01,85.51,41.93,10.50,2
91.41,14.06,29.74,45.89,10.50,1
147.90,14.12,21.49,74.08,10.50,1
108.52,14.23,27.41,10.16,10.50,1
85.70,14.29,89.05,24.24,10.50,1
39.42,14.40,28.55,37.54,10.50,1
121.20,14.46,56.48,81.12,10.50,1
140.71,14.52,69.87,58.90,10.50,1
118.92,14.63,62.63,72.82,10.50,1
44.25,14.69,68.48,95.35,10.50,1
84.01,14.80,46.27,88.58,10.50,1
62.91,14.92,15.00,56.04,10.50,1
107.87,15.03,76.62,86.61,10.50,1
86.30,15.15,80.32,13.34,10.50,1
122.82,15.26,52.01,17.87,10.50,1
61.26,15.51,22.84,73.44,10.50,1
92.28,15.76,66.72,69.98,10.50,1
138.22,16.02,42.87,62.65,10.50,2
109.37,16.13,34.15,11.51,10.50,2
40.25,16.37,74.43,54.37,10.50,1
105.30,16.49,94.57,24.42,10.50,1
59.99,16.74,84.61,21.22,10.50,1
145.74,16.86,46.22,27.70,10.50,1
87.37,17.11,34.54,15.12,10.50,1
81.88,17.36,13.88,53.37,10.50,1
102.17,17.48,88.20,35.42,10.50,1
82.53,17.60,80.35,25.30,10.50,1
144.69,17.85,37.85,87.29,10.50,1
121.49,17.97,49.33,67.43,10.50,1
72.04,18.22,10.72,45.49,10.50,1
124.60,18.34,22.45,45.41,10.50,1
112.91,18.58,39.16,16.93,10.50,1
106.34,18.70,44.72,35.92,10.50,1
119.30,18.82,50.68,41.51,10.50,2
98.76,19.05,58.38,86.15,10.50,2
83.21,19.16,40.59,66.26,10.50,1
148.21,19.28,42.52,89.89,10.50,1
53.44,19.52,70.33,22.37,10.50,1
70.40,19.64,36.72,97.93,10.50,2
140.76,19.86,75.38,17.48,10.50,2
136.31,19.97,25.32,89.97,10.50,1
59.00,20.09,37.66,30.10,10.50,1
35.03,20.33,40.63,93.56,10.50,2
104.77,20.55,89.66,51.52,10.50,2
142.93,20.77,85.44,28.80,10.50,2
51.53,20.88,88.70,77.06,10.50,2
86.74,20.98,49.37,83.41,10.50,2
43.86,21.20,59.08,11.26,10.50,1
51.67,21.32,57.82,14.03,10.50,1
37.97,21.55,62.45,71.46,10.50,1
128.44,21.67,45.12,30.52,10.50,2
114.96,21.77,74.66,65.79,10.50,2
144.97,21.99,21.61,57.10,10.50,1
33.51,22.10,94.52,84.72,10.50,1
94.00,22.33,86.89,48.30,10.50,1
63.85,22.45,94.50,25.34,10.50,1
63.47,22.68,16.29,14.24,10.50,1
113.18,22.79,13.59,56.03,10.50,1
79.15,22.90,42.50,83.06,10.50,1
53.51,23.13,23.29,44.18,10.50,1
81.15,23.24,15.61,63.54,10.50,1
49.36,23.47,91.92,13.28,10.50,1
115.31,23.58,24.21,81.41,10.50,1
104.60,23.81,97.81,54.90,10.50,1
76.41,23.92,40.51,33.04,10.50,1
42.58,24.03,94.29,29.92,10.50,1
105.03,24.14,92.81,34.13,10.50,1
81.08,24.37,51.94,16.63,10.50,1
75.52,24.48,78.91,82.32,10.50,1
44.60,24.59,15.07,71.57,10.50,1
44.18,24.81,39.76,24.35,10.50,1
47.62,25.03,24.29,84.34,10.50,1
73.39,25.14,81.49,69.80,10.50,1
46.81,25.25,74.23,99.22,10.50,1
139.36,25.47,80.83,85.62,10.50,1
94.96,25.69,68.09,58.50,10.50,1
132.32,25.90,26.00,62.26,10.50,1
39.42,26.01,82.01,61.28,10.50,1
146.88,26.23,87.65,63.83,10.50,1
126.35,26.34,54.97,96.63,10.50,1
139.85,26.55,93.70,76.64,10.50,1
83.98,26.66,69.53,95.31,10.50,1
138.65,26.77,67.07,82.79,10.50,1
142.78,26.87,15.73,40.35,10.50,1
128.92,26.98,97.44,34.64,10.50,1
129.72,27.09,57.34,23.19,10.50,1
86.55,27.30,93.07,79.93,10.50,1
140.67,27.51,94.97,32.15,10.50,1
46.15,27.72,71.35,93.28,10.50,2
147.70,27.82,61.47,34.23,10.50,1
143.64,27.92,34.54,47.81,10.50,1
47.36,28.13,56.61,36.94,10.50,1
138.40,28.23,13.40,47.40,10.50,1
135.31,28.34,54.82,75.71,10.50,1
96.84,28.44,63.55,14.36,10.50,1
126.23,28.55,50.58,75.98,10.50,1
78.74,28.75,97.57,67.69,10.50,1
56.06,28.96,69.16,99.40,10.50,1
108.17,29.16,25.65,93.67,10.50,2
97.46,29.26,48.73,86.08,10.50,2
56.41,29.35,30.77,41.05,10.50,2
96.44,29.53,50.21,40.55,10.50,1
85.51,29.64,98.84,96.30,10.50,1
58.21,29.74,38.02,48.11,10.50,1
58.25,29.84,50.36,34.24,10.50,1
68.03,29.94,85.12,60.03,10.50,1
102.87,30.14,70.20,37.65,10.50,1
99.33,30.24,76.63,52.01,10.50,1
48.13,30.54,54.20,11.13,10.50,1
125.34,30.64,62.07,35.32,10.50,1
100.95,30.74,67.85,70.43,10.50,1
83.86,30.84,72.06,64.32,10.50,1
143.32,30.94,94.06,47.07,10.50,1
130.18,31.04,29.43,70.39,10.50,1
101.60,31.14,43.12,29.59,10.50,1
85.78,31.24,81.75,92.74,10.50,1
136.19,31.33,71.92,76.31,10.50,1
111.39,31.43,11.53,29.41,10.50,1
136.80,31.53,19.89,31.39,10.50,1
